height_cm,weight_kg,label,cluster
158.5,67.0,1,0
173.0,80.6,1,1
162.5,79.6,-1,0
169.4,75.7,1,0
173.3,58.4,1,0
173.2,65.6,1,0
174.2,48.6,1,0
186.1,61.9,1,1
174.5,53.3,1,0
167.6,76.1,-1,0
179.6,109.0,-1,1
181.9,69.0,-1,1
157.7,48.7,1,0
176.0,90.3,-1,1
177.0,69.9,1,1
167.0,78.2,-1,0
183.8,104.5,-1,1
168.5,54.7,-1,0
171.3,65.6,1,0
168.3,57.9,1,0
170.2,50.7,1,0
159.0,66.8,1,0
155.6,65.6,-1,0
185.9,93.3,1,1
161.5,86.5,-1,0
160.1,63.9,1,0
148.5,66.6,1,0
163.6,74.7,-1,0
156.8,49.7,1,0
186.4,116.2,-1,1
180.1,83.6,-1,1
163.1,86.1,-1,0
192.5,69.3,1,1
179.8,83.0,1,1
166.8,61.8,1,0
145.0,41.8,1,0
192.9,124.5,-1,1
156.1,60.1,1,0
153.5,38.0,1,0
180.2,76.4,1,1
194.4,115.8,-1,1
183.8,67.2,1,1
175.6,59.4,1,0
175.9,74.7,1,1
178.5,93.4,-1,1
177.6,69.8,1,1
172.8,81.7,-1,1
171.0,78.1,1,1
169.4,74.4,1,0
162.5,42.2,1,0
167.2,70.2,1,0
153.1,55.1,1,0
169.0,82.4,-1,1
160.1,50.2,1,0
159.0,57.5,1,0
171.8,83.2,-1,1
183.9,119.0,-1,1
179.2,59.6,1,1
154.3,66.8,-1,0
160.1,86.7,-1,0
179.4,98.7,-1,1
160.2,81.9,-1,0
167.8,61.2,1,0
175.5,99.9,-1,1
160.3,53.1,1,0
171.1,69.7,1,0
156.7,57.6,-1,0
164.0,59.8,1,0
173.2,52.5,1,0
154.1,38.0,1,0
174.4,97.5,1,1
169.8,50.5,1,0
175.5,81.7,1,1
172.2,46.6,1,0
183.6,72.2,1,1
171.3,85.4,1,1
165.7,67.2,1,0
171.2,71.1,1,0
175.4,98.1,-1,1
170.5,63.3,1,0
170.4,98.4,-1,1
163.0,53.3,1,0
163.4,47.7,1,0
156.0,58.8,1,0
187.5,93.2,1,1
157.6,53.0,1,0
163.1,62.1,1,0
162.8,84.0,-1,0
178.9,72.5,1,1
167.1,40.5,1,0
182.5,48.3,1,0
163.3,100.0,-1,1
172.8,100.6,1,1
161.6,58.5,1,0
191.5,115.0,-1,1
158.1,66.4,1,0
173.1,97.7,-1,1
176.3,57.8,1,0
174.1,56.8,1,0
168.1,93.1,-1,1
168.7,45.7,1,0
170.4,73.8,1,0
168.5,74.5,1,0
179.6,95.9,-1,1
192.1,89.8,1,1
164.4,61.4,1,0
156.3,59.2,1,0
169.1,54.4,1,0
195.8,86.3,-1,1
162.0,87.9,-1,0
186.4,86.1,1,1
186.8,121.9,-1,1
164.5,79.5,-1,0
175.7,86.0,-1,1
186.3,88.6,1,1
166.2,58.6,1,0
168.0,103.2,-1,1
164.2,80.2,-1,0
159.9,61.7,-1,0
163.5,94.1,-1,1
157.8,75.3,-1,0
170.3,47.8,1,0
162.3,59.1,1,0
172.3,87.2,-1,1
154.4,81.2,-1,0
173.3,117.6,-1,1
178.3,84.8,1,1
150.1,68.0,-1,0
173.7,68.9,1,0
182.3,65.4,1,1
157.9,39.9,1,0
186.7,95.3,-1,1
174.2,98.9,-1,1
162.9,74.8,-1,0
169.4,73.3,1,0
175.6,104.3,-1,1
170.8,120.1,-1,1
175.4,66.2,-1,1
160.8,41.4,1,0
171.7,84.2,1,1
155.9,72.9,-1,0
168.9,45.6,1,0
161.0,81.6,-1,0
162.6,60.8,1,0
182.4,94.8,-1,1
180.9,58.9,-1,1
176.1,59.3,1,0
159.1,46.5,1,0
166.8,84.9,-1,1
182.1,65.5,1,1
171.4,73.8,1,1
193.2,94.0,1,1
173.9,49.7,1,0
171.9,79.7,1,1
166.9,69.4,1,0
171.3,92.1,-1,1
168.5,92.2,-1,1
177.1,59.2,-1,0
179.6,92.3,-1,1
162.1,42.1,1,0
156.7,77.6,1,0
151.6,72.6,-1,0
175.1,49.0,1,0
159.0,61.8,1,0
148.5,39.9,1,0
173.9,64.9,1,0
194.9,77.0,1,1
169.9,71.4,-1,0
178.4,98.4,-1,1
170.8,67.5,1,0
169.0,58.8,1,0
179.2,71.6,1,1
167.1,61.4,1,0
172.7,73.0,1,1
173.2,59.2,1,0
163.3,72.5,-1,0
179.9,106.1,-1,1
168.3,45.0,1,0
162.4,73.1,-1,0
175.4,94.6,-1,1
161.0,58.1,1,0
170.3,94.3,-1,1
169.9,71.1,1,0
180.9,59.7,1,1
174.7,53.0,1,0
169.7,89.9,-1,1
178.2,92.6,-1,1
183.9,111.2,-1,1
175.6,94.1,-1,1
170.1,75.0,1,0
156.9,72.3,-1,0
159.3,60.8,1,0
166.9,64.1,1,0
163.9,54.3,1,0
168.1,45.2,1,0
170.6,59.8,1,0
175.3,76.5,1,1
169.3,50.2,1,0
174.9,67.0,1,0
170.6,88.9,-1,1
150.2,78.0,-1,0
160.6,56.3,1,0
168.6,65.7,1,0
157.9,55.3,1,0
176.0,71.7,1,1
185.3,109.4,-1,1
182.2,120.4,-1,1
167.9,49.3,1,0
184.9,74.0,1,1
171.5,47.1,1,0
166.6,68.9,1,0
163.9,55.2,1,0
167.0,71.5,1,0
166.1,84.1,-1,1
171.7,87.9,-1,1
171.6,51.5,1,0
170.0,67.5,1,0
174.4,48.6,1,0
181.9,122.2,-1,1
179.5,78.5,-1,1
155.2,40.4,1,0
145.0,48.9,1,0
179.3,79.6,1,1
156.3,71.9,-1,0
167.8,92.3,-1,1
158.3,63.6,1,0
152.0,56.6,1,0
175.4,89.6,-1,1
177.6,91.3,-1,1
164.2,69.4,1,0
145.0,62.8,-1,0
164.5,53.7,1,0
173.9,79.7,1,1
155.2,38.5,1,0
171.8,102.9,-1,1
169.8,63.6,1,0
175.8,107.8,1,1
171.2,61.7,1,0
160.3,72.7,-1,0
182.0,88.8,1,1
168.4,60.7,1,0
169.7,80.3,-1,1
160.7,80.4,-1,0
165.6,98.0,-1,1
161.2,76.5,-1,0
168.3,50.2,-1,0
187.1,63.3,1,1
156.3,81.4,-1,0
153.9,48.6,1,0
184.7,103.0,-1,1
167.9,77.0,-1,0
163.3,83.8,-1,0
180.4,86.4,1,1
163.9,62.7,1,0
188.3,127.1,-1,1
176.8,93.6,-1,1
165.1,81.3,-1,0
191.6,76.7,1,1
163.9,44.7,1,0
177.4,73.8,1,1
173.0,47.9,1,0
183.0,82.3,1,1
185.6,102.7,-1,1
170.3,89.6,-1,1
162.5,60.6,1,0
174.6,125.3,-1,1
163.2,91.0,-1,1
190.1,84.3,1,1
171.4,97.9,-1,1
166.3,55.4,1,0
171.8,78.3,1,1
156.5,56.0,1,0
160.3,49.4,1,0
182.0,93.4,1,1
163.4,62.7,1,0
159.5,68.5,1,0
175.4,81.0,1,1
181.9,69.8,1,1
177.2,113.1,-1,1
180.0,90.7,-1,1
162.4,61.7,1,0
155.8,45.2,1,0
185.0,114.4,-1,1
166.8,80.7,-1,0
167.5,70.2,1,0
183.3,63.1,1,1
175.6,107.7,-1,1
174.6,69.5,1,1
191.7,82.5,1,1
163.6,70.1,1,0
179.3,82.8,1,1
170.6,69.8,1,0
172.7,52.2,1,0
185.3,91.0,1,1
175.1,98.2,-1,1
175.4,55.8,1,0
180.7,107.3,-1,1
166.4,87.9,-1,1
161.6,72.6,-1,0
159.6,48.2,-1,0
150.3,60.3,1,0
190.6,104.0,-1,1
159.0,61.9,1,0
167.8,89.7,-1,1
167.2,63.9,1,0
173.1,70.0,1,0
178.2,66.7,1,1
178.6,71.1,-1,1
164.2,65.0,1,0
168.3,67.7,1,0
172.8,70.5,1,0
167.5,89.9,-1,1
186.1,123.0,-1,1
174.9,57.5,1,0
177.3,111.3,-1,1
176.6,90.6,-1,1
181.7,64.9,1,1
171.8,72.4,1,0
157.0,62.2,1,0
174.0,48.4,1,0
163.5,65.4,1,0
164.7,80.5,-1,0
175.9,68.1,-1,1
182.4,53.6,1,1
170.2,71.5,1,0
173.1,119.1,-1,1
187.0,72.5,1,1
172.4,57.6,1,0
196.0,91.4,1,1
175.7,106.2,-1,1
152.4,37.2,1,0
177.5,88.6,-1,1
173.8,67.0,1,0
182.9,70.9,1,1
176.7,59.2,1,0
168.6,62.6,1,0
157.8,43.8,1,0
167.9,61.3,1,0
161.5,41.7,1,0
164.2,43.1,1,0
175.9,83.6,-1,1
186.7,108.3,1,1
173.9,138.8,-1,1
158.0,76.3,-1,0
174.4,66.7,1,0
182.0,53.0,1,0
163.9,75.9,-1,0
168.7,50.6,-1,0
170.1,58.4,1,0
162.2,75.8,-1,0
176.5,78.7,1,1
168.8,59.6,1,0
174.2,48.6,1,0
161.1,64.3,1,0
165.6,74.1,-1,0
177.2,106.9,-1,1
166.3,48.4,1,0
187.3,90.2,1,1
166.0,84.1,-1,1
172.2,66.7,1,0
179.3,51.5,1,0
155.8,47.2,1,0
152.4,55.1,1,0
154.7,52.9,1,0
182.6,89.5,1,1
164.5,84.3,-1,0
195.6,80.7,1,1
164.4,83.3,-1,0
171.8,71.8,1,0
185.4,92.9,-1,1
190.1,93.2,1,1
190.6,104.2,-1,1
182.1,93.6,-1,1
180.2,93.7,-1,1
175.9,82.1,1,1
177.8,45.8,1,0
164.5,77.3,1,0
161.8,41.9,1,0
170.0,61.7,-1,0
168.3,49.6,-1,0
165.5,92.2,-1,1
177.0,90.8,-1,1
179.6,74.3,1,1
170.9,97.9,-1,1
184.8,96.3,-1,1
158.6,64.8,1,0
168.1,81.5,1,1
162.8,64.2,1,0
151.3,40.2,1,0
169.2,88.0,-1,1
168.8,70.0,1,0
185.1,60.0,1,1
176.3,91.8,-1,1
159.8,64.4,1,0
188.5,125.1,-1,1
182.2,93.3,-1,1
175.8,55.4,1,0
167.7,49.2,1,0
160.4,83.8,-1,0
166.3,72.2,1,0
180.9,59.9,1,1
188.8,79.1,1,1
185.4,112.7,-1,1
165.1,71.8,-1,0
158.8,83.4,-1,0
171.4,77.8,1,1
152.3,49.8,1,0
173.2,111.7,-1,1
168.5,64.3,1,0
165.3,77.4,-1,0
154.1,74.8,-1,0
175.1,76.8,1,1
164.7,49.7,1,0
158.3,52.5,1,0
145.0,61.1,-1,0
169.7,85.6,-1,1
187.7,115.6,-1,1
186.6,110.9,-1,1
165.4,48.7,-1,0
164.0,94.5,-1,1
174.7,57.5,1,0
160.0,77.0,-1,0
173.0,122.8,-1,1
177.7,84.8,1,1
182.3,53.2,1,0
169.0,65.8,1,0
168.0,111.6,-1,1
161.2,57.9,1,0
161.7,90.1,-1,0
167.7,54.2,1,0
173.7,69.0,1,0
179.1,76.1,1,1
162.0,92.4,-1,1
184.9,79.2,1,1
167.3,49.0,1,0
169.8,113.3,-1,1
162.5,69.6,1,0
145.8,64.6,-1,0
178.8,46.4,1,0
177.4,88.2,1,1
167.2,70.2,1,0
170.7,55.9,1,0
175.2,84.4,-1,1
154.4,38.1,1,0
164.7,52.0,1,0
177.9,106.9,-1,1
157.5,51.2,1,0
172.9,70.4,-1,0
156.4,58.8,1,0
174.7,74.0,1,1
169.6,88.2,-1,1
153.8,61.7,1,0
181.6,52.8,1,0
162.7,54.5,1,0
161.9,56.2,1,0
172.0,70.2,1,0
181.5,89.5,1,1
159.8,68.6,1,0
170.6,46.6,-1,0
174.3,94.6,-1,1
176.9,76.6,1,1
171.8,53.9,1,0
166.3,80.8,-1,0
161.7,45.8,1,0
170.9,46.7,1,0
159.3,95.8,-1,1
145.0,57.6,-1,0
174.4,62.6,1,0
179.0,82.2,-1,1
146.4,54.4,1,0
159.9,64.5,1,0
176.2,86.7,-1,1
190.6,91.9,1,1
170.2,78.6,-1,1
162.7,63.7,1,0
168.2,61.0,1,0
183.7,67.1,1,1
163.5,88.0,1,0
162.0,75.8,1,0
165.2,81.1,-1,0
160.5,68.3,1,0
171.2,81.7,-1,1
186.2,88.2,1,1
173.2,95.9,1,1
167.5,64.3,1,0
167.1,53.3,1,0
154.4,67.0,-1,0
178.8,77.0,1,1
169.2,71.6,1,0
168.2,87.0,-1,1
200.0,92.1,1,1
173.0,75.4,1,1
162.5,65.0,1,0
165.7,85.8,-1,1
181.5,87.6,1,1
171.1,76.0,1,1
155.6,47.4,1,0
179.2,99.2,-1,1
163.3,77.5,-1,0
188.7,76.5,1,1
180.8,119.4,-1,1
165.5,69.9,1,0
182.8,71.0,1,1
170.7,72.8,-1,0
178.5,77.4,1,1
174.8,100.2,-1,1
161.5,83.8,-1,0
163.6,70.2,1,0
180.3,114.8,-1,1
166.7,56.3,1,0
166.0,81.7,-1,0
160.4,69.0,1,0
174.2,76.3,1,1
190.6,91.4,1,1
159.3,81.3,-1,0
170.2,87.2,-1,1
184.1,60.9,-1,1
169.2,102.8,1,1
174.5,92.5,-1,1
159.4,55.4,1,0
174.3,66.1,1,0
168.1,89.5,-1,1
179.9,95.4,-1,1
181.9,96.9,-1,1
195.9,103.3,1,1
175.8,99.8,-1,1
173.3,86.0,-1,1
171.9,60.0,1,0
166.5,63.6,-1,0
173.4,81.6,-1,1
167.0,112.3,-1,1
171.7,71.0,1,0
183.2,96.2,-1,1
159.9,73.8,-1,0
181.4,74.0,1,1
183.2,99.9,-1,1
168.8,71.5,1,0
148.8,71.9,-1,0
163.9,51.9,1,0
183.0,135.2,-1,1
169.8,66.7,1,0
160.0,72.0,-1,0
165.0,68.1,1,0
178.4,63.7,1,1
175.5,97.0,-1,1
167.6,61.6,1,0
166.3,82.0,-1,0
166.1,55.6,1,0
160.8,64.5,1,0
186.2,85.7,1,1
166.8,82.9,-1,1
182.2,89.1,1,1
185.2,77.0,1,1
180.0,78.7,1,1
165.7,77.9,1,0
174.0,79.3,1,1
169.8,74.3,1,0
161.0,91.5,-1,0
173.2,85.0,-1,1
158.2,91.5,-1,0
181.9,81.3,1,1
165.4,67.6,1,0
172.0,65.0,1,0
172.8,84.6,1,1
167.4,68.8,1,0
175.9,64.0,1,0
165.3,39.6,1,0
178.7,112.7,-1,1
156.5,52.0,-1,0
171.3,99.3,-1,1
189.4,87.6,1,1
160.0,77.7,-1,0
163.2,67.8,1,0
175.1,88.9,-1,1
171.8,55.9,1,0
173.5,101.1,-1,1
174.9,69.7,1,1
176.3,99.7,-1,1
181.1,58.2,1,1
174.1,66.6,1,0
167.6,80.7,-1,1
176.7,75.0,1,1
189.0,104.5,-1,1
168.7,70.4,1,0
160.3,92.4,1,0
181.1,92.6,-1,1
168.8,68.1,1,0
148.3,49.8,1,0
178.5,107.4,-1,1
164.6,43.4,1,0
169.1,85.4,-1,1
173.3,55.0,1,0
171.9,93.5,-1,1
177.1,65.6,1,1
165.6,81.4,-1,0
175.1,82.0,1,1
167.4,46.7,1,0
177.4,86.0,-1,1
176.2,64.2,1,0
160.6,80.8,-1,0
180.9,62.1,1,1
164.6,67.6,1,0
178.1,84.8,1,1
173.7,69.0,1,0
188.4,112.8,-1,1
167.8,66.7,1,0
166.5,62.3,1,0
169.8,72.9,1,0
167.0,49.5,-1,0
178.0,125.8,-1,1
153.8,43.7,1,0
159.5,72.0,1,0
159.3,64.4,1,0
179.5,98.5,-1,1
187.1,91.3,1,1
169.0,64.7,1,0
168.3,45.3,1,0
170.7,46.6,-1,0
181.6,82.7,1,1
160.7,81.9,-1,0
172.4,52.0,1,0
179.8,121.5,-1,1
175.0,96.5,-1,1
171.9,50.0,1,0
180.0,64.8,1,1
145.0,40.1,1,0
176.8,83.7,1,1
163.5,69.9,-1,0
151.7,59.7,1,0
175.1,67.4,1,1
183.7,88.0,1,1
168.6,81.1,-1,1
179.5,78.1,1,1
186.1,78.0,1,1
183.1,108.9,-1,1
186.4,87.5,1,1
177.4,89.1,-1,1
170.8,71.1,1,0
154.0,74.7,-1,0
167.5,95.2,-1,1
161.6,87.9,-1,0
191.7,85.2,-1,1
168.2,65.5,1,0
171.2,88.7,1,1
175.5,71.2,1,1
170.4,72.0,1,0
187.0,72.8,1,1
163.8,93.8,-1,1
171.9,96.8,-1,1
162.6,68.2,1,0
156.8,55.6,1,0
163.9,56.0,1,0
169.6,78.6,-1,1
165.7,70.9,1,0
163.1,48.7,1,0
155.9,46.3,1,0
169.2,72.9,-1,0
155.0,72.5,-1,0
177.6,85.0,1,1
170.8,64.2,1,0
155.4,47.6,1,0
166.9,59.0,1,0
162.5,83.9,-1,0
173.2,52.4,1,0
183.4,119.9,-1,1
151.2,54.9,1,0
171.2,51.3,1,0
168.4,83.7,-1,1
176.7,86.5,-1,1
172.1,70.7,1,0
162.5,80.9,-1,0
166.8,59.2,1,0
162.0,71.7,-1,0
180.8,81.0,1,1
170.2,63.2,1,0
189.0,118.1,-1,1
169.4,84.4,-1,1
162.9,52.7,1,0
154.9,65.4,-1,0
152.0,80.5,-1,0
154.2,78.9,-1,0
172.7,53.8,1,0
175.1,110.6,-1,1
154.2,69.1,-1,0
179.0,59.9,1,1
165.2,75.7,-1,0
171.5,86.3,-1,1
186.1,69.4,-1,1
179.0,88.8,-1,1
167.3,110.8,-1,1
161.1,82.2,-1,0
148.5,57.3,1,0
162.8,57.8,1,0
167.9,76.0,1,0
160.1,52.9,1,0
168.7,67.3,1,0
170.8,42.3,1,0
167.8,81.9,-1,1
163.5,65.4,1,0
171.7,89.0,-1,1
174.4,82.8,-1,1
159.1,44.1,1,0
184.1,88.8,1,1
169.0,59.2,1,0
170.2,96.8,-1,1
177.1,62.5,1,0
172.3,61.4,1,0
179.5,65.8,1,1
172.9,50.5,1,0
163.9,71.7,1,0
173.6,52.8,1,0
158.6,60.0,1,0
171.1,85.1,-1,1
169.7,64.7,1,0
167.9,49.3,1,0
168.7,98.2,-1,1
151.2,60.8,1,0
164.5,68.1,1,0
170.9,69.0,-1,0
171.6,87.9,-1,1
159.7,82.0,-1,0
182.7,109.2,-1,1
161.3,69.3,1,0
179.7,49.2,1,0
174.3,78.8,1,1
163.5,75.2,-1,0
187.8,76.5,1,1
158.1,50.4,1,0
179.2,90.7,-1,1
180.0,79.5,1,1
163.3,60.4,1,0
183.9,123.6,-1,1
167.5,77.2,-1,0
172.9,87.0,-1,1
172.6,96.3,-1,1
168.7,72.5,-1,0
178.1,65.9,1,1
177.9,76.5,1,1
152.5,71.9,-1,0
183.0,96.3,-1,1
153.4,68.6,-1,0
180.3,59.1,1,1
181.3,103.1,-1,1
159.1,58.5,1,0
165.9,82.8,-1,0
158.9,50.6,1,0
167.9,103.7,-1,1
166.9,73.8,1,0
177.8,75.9,1,1
183.1,96.8,-1,1
184.0,102.0,1,1
164.4,81.9,-1,0
167.9,49.4,1,0
153.2,71.2,-1,0
161.9,64.1,1,0
179.6,80.4,-1,1
186.2,55.4,1,1
157.7,58.9,1,0
164.1,63.7,1,0
169.7,75.5,1,0
172.8,65.2,1,0
161.9,38.0,1,0
174.2,80.3,1,1
165.3,68.3,1,0
169.9,63.8,1,0
175.5,78.6,1,1
170.1,46.3,1,0
165.6,82.9,-1,0
168.9,68.2,1,0
169.1,62.6,1,0
166.3,84.9,-1,1
167.4,65.3,1,0
186.0,97.0,-1,1
175.6,70.1,1,1
167.0,119.4,-1,1
177.0,92.2,-1,1
166.7,46.3,1,0
181.7,122.2,-1,1
173.7,98.8,-1,1
168.9,76.4,-1,0
174.5,72.7,1,1
154.3,37.0,1,0
158.7,69.5,-1,0
158.1,56.1,1,0
171.4,53.5,1,0
187.3,98.8,1,1
192.3,132.3,-1,1
176.4,68.9,1,1
175.0,91.4,-1,1
152.0,60.7,1,0
164.6,73.5,1,0
162.1,56.7,1,0
163.8,67.7,1,0
168.3,47.9,1,0
165.3,44.2,1,0
150.2,66.8,-1,0
177.5,73.6,1,1
159.3,45.7,1,0
172.4,52.7,1,0
190.7,63.7,1,1
160.8,45.3,1,0
145.0,54.0,1,0
167.1,44.7,1,0
181.0,91.2,-1,1
189.6,105.3,-1,1
157.7,57.0,1,0
175.0,73.3,1,1
165.3,59.6,1,0
168.9,70.9,1,0
196.4,101.4,1,1
155.0,82.4,-1,0
172.5,106.3,-1,1
174.7,108.4,-1,1
180.9,71.0,1,1
171.0,86.4,-1,1
173.1,79.5,1,1
166.1,58.2,1,0
172.7,58.7,-1,0
166.6,63.1,1,0
176.2,62.5,1,0
166.3,41.9,1,0
173.8,84.5,1,1
169.7,76.9,1,1
181.3,77.8,1,1
169.5,87.8,1,1
152.3,55.2,1,0
182.6,100.0,-1,1
160.9,53.3,1,0
163.5,58.9,1,0
164.0,63.5,1,0
183.7,122.3,-1,1
148.6,72.3,-1,0
200.0,126.4,-1,1
180.6,49.8,1,0
172.2,76.7,1,1
169.5,81.6,-1,1
172.9,112.1,-1,1
175.2,49.1,1,0
176.5,91.5,-1,1
175.6,96.7,-1,1
170.9,85.3,-1,1
168.0,47.7,1,0
168.5,75.3,1,0
168.1,77.9,-1,0
181.3,90.6,-1,1
175.9,64.7,-1,0
145.0,42.4,1,0
176.6,81.8,-1,1
171.9,57.5,1,0
169.8,56.5,1,0
166.1,70.8,1,0
181.2,80.3,1,1
179.5,105.4,1,1
162.3,50.9,1,0
174.1,56.8,1,0
160.3,54.5,1,0
156.2,42.7,1,0
163.7,80.5,-1,0
178.6,55.8,1,0
179.5,94.3,-1,1
175.1,92.5,-1,1
177.3,83.4,-1,1
175.2,49.1,1,0
163.6,72.6,-1,0
174.3,66.0,1,0
178.0,61.1,1,0
177.5,89.8,-1,1
181.9,97.9,-1,1
177.1,107.3,-1,1
173.5,65.6,1,0
180.7,80.1,-1,1
169.7,105.1,-1,1
161.2,101.5,-1,1
168.4,89.2,-1,1
162.6,64.5,1,0
163.2,66.7,1,0
168.6,68.0,1,0
162.1,72.9,-1,0
166.9,56.0,1,0
151.1,64.9,-1,0
172.1,84.3,-1,1
170.0,83.3,-1,1
161.8,53.3,-1,0
176.6,82.6,1,1
179.4,109.8,-1,1
153.9,56.3,1,0
162.4,70.0,1,0
162.3,46.1,1,0
160.6,72.3,-1,0
178.3,78.8,1,1
168.1,76.8,-1,0
167.4,86.5,-1,1
150.0,55.8,1,0
176.4,99.7,-1,1
157.6,45.2,1,0
170.6,102.3,-1,1
172.8,78.4,1,1
183.6,87.9,1,1
156.9,40.4,-1,0
145.0,38.6,1,0
171.8,80.0,-1,1
188.0,73.2,1,1
182.4,98.0,-1,1
172.1,79.2,1,1
165.1,44.8,1,0
178.1,93.8,-1,1
160.3,61.7,1,0
174.8,80.1,-1,1
175.1,100.4,-1,1
180.6,59.1,1,1
197.6,71.3,1,1
173.9,81.5,1,1
164.9,47.6,1,0
169.7,61.5,1,0
152.3,68.1,-1,0
163.1,68.7,1,0
165.9,50.2,1,0
164.8,66.9,1,0
171.5,66.4,1,0
161.8,58.3,1,0
181.2,147.8,-1,1
170.0,82.2,-1,1
169.9,67.3,1,0
166.7,84.5,-1,1
171.6,68.4,1,0
178.3,69.6,1,1
161.3,73.6,-1,0
163.4,74.9,-1,0
167.0,81.0,-1,0
156.5,82.2,-1,0
161.8,84.1,-1,0
165.2,86.4,-1,1
178.7,103.1,-1,1
172.6,91.2,1,1
171.9,90.9,-1,1
178.5,55.8,1,0
168.6,79.6,-1,1
173.9,100.6,-1,1
169.0,57.6,1,0
172.7,72.0,1,1
164.2,70.5,1,0
145.6,55.4,1,0
168.7,61.6,1,0
184.2,86.0,1,1
179.3,90.2,-1,1
179.7,51.6,1,0
182.4,89.6,1,1
170.9,66.3,1,0
172.0,51.8,1,0
163.8,80.2,-1,0
166.8,74.8,1,0
176.2,85.3,-1,1
182.0,95.0,-1,1
168.6,80.8,-1,1
165.5,56.3,1,0
170.0,89.1,1,1
176.0,89.4,-1,1
155.6,44.7,1,0
147.0,65.5,-1,0
164.5,59.0,1,0
157.8,71.4,-1,0
164.9,70.5,-1,0
168.5,68.1,1,0
165.5,77.3,1,0
184.5,73.2,-1,1
173.3,99.0,-1,1
173.0,92.7,-1,1
176.2,67.4,1,1
158.6,56.6,1,0
180.4,78.9,-1,1
169.2,73.8,1,0
176.7,107.3,-1,1
159.3,40.6,1,0
154.5,39.3,1,0
178.2,77.8,1,1
173.8,78.9,1,1
161.0,54.0,1,0
161.3,67.9,1,0
181.3,72.5,1,1
158.1,55.8,1,0
186.4,113.4,-1,1
161.0,63.3,1,0
176.4,71.0,-1,1
166.7,71.7,1,0
176.0,102.4,-1,1
164.6,62.9,1,0
168.4,61.4,1,0
170.4,87.0,-1,1
160.0,80.3,-1,0
177.4,100.3,-1,1
164.9,67.4,1,0
167.7,82.6,-1,1
160.1,80.0,-1,0
145.0,54.9,1,0
168.1,93.0,-1,1
194.1,114.6,-1,1
177.8,114.8,-1,1
169.8,83.6,-1,1
167.4,40.6,1,0
170.2,61.2,1,0
175.5,44.6,1,0
158.2,56.7,1,0
181.1,79.6,1,1
177.2,94.8,-1,1
177.2,70.2,1,1
174.4,96.9,-1,1
170.2,65.1,1,0
176.7,72.7,1,1
175.9,54.3,1,0
166.5,93.3,-1,1
164.3,93.0,1,1
171.0,75.2,1,1
185.5,50.3,1,1
157.6,59.0,1,0
155.3,63.7,1,0
171.6,66.9,1,0
170.5,113.7,-1,1
171.7,110.5,-1,1
172.4,52.0,1,0
167.8,55.1,1,0
184.9,100.0,-1,1
154.0,44.0,1,0
161.7,68.2,1,0
169.0,67.3,1,0
153.6,61.9,1,0
168.2,92.3,-1,1
186.6,119.6,-1,1
170.2,83.7,-1,1
172.3,57.1,-1,0
157.4,67.8,-1,0
163.8,53.7,1,0
166.2,98.0,-1,1
166.8,85.3,1,1
182.8,91.6,-1,1
175.6,89.1,1,1
158.9,58.7,1,0
172.5,101.2,-1,1
175.0,61.5,1,0
181.4,106.2,-1,1
185.8,119.3,-1,1
159.8,55.2,1,0
161.9,70.8,-1,0
157.4,68.1,-1,0
167.7,52.2,1,0
174.7,51.2,1,0
179.9,63.1,1,1
169.2,70.7,1,0
166.8,80.7,-1,0
171.5,67.0,1,0
161.6,99.5,-1,1
190.9,113.5,1,1
153.9,65.7,-1,0
171.8,66.2,1,0
190.2,92.0,1,1
170.1,95.8,-1,1
168.1,86.2,-1,1
166.4,84.4,-1,1
168.2,61.3,1,0
183.7,78.9,1,1
147.9,35.9,1,0
185.3,96.8,-1,1
155.8,35.2,1,0
167.3,69.7,1,0
165.7,61.7,1,0
175.9,81.5,1,1
154.0,79.5,-1,0
174.6,101.0,-1,1
190.2,100.3,-1,1
156.4,53.6,1,0
171.9,73.5,1,1
163.4,48.7,-1,0
174.3,68.6,1,1
170.2,80.8,-1,1
163.6,47.2,-1,0
174.9,63.5,1,0
188.0,65.7,1,1
168.1,86.0,-1,1
177.2,76.4,1,1
157.1,39.5,1,0
160.4,93.4,-1,0
174.7,99.5,-1,1
184.8,54.7,1,1
173.6,88.6,-1,1
166.9,90.9,-1,1
170.0,73.3,1,0
157.5,68.0,-1,0
176.0,66.9,1,1
178.8,89.9,1,1
165.5,81.3,-1,0
165.3,44.7,1,0
172.7,57.4,1,0
165.6,70.3,1,0
169.3,81.3,-1,1
191.0,100.1,-1,1
167.5,66.9,-1,0
166.4,58.7,1,0
163.5,82.7,-1,0
177.4,60.4,1,0
168.2,62.4,1,0
163.5,71.1,1,0
183.2,93.7,-1,1
184.2,73.8,-1,1
164.0,83.4,-1,0
151.3,74.4,-1,0
180.1,73.8,1,1
163.2,68.8,1,0
177.9,79.1,-1,1
150.3,48.5,1,0
178.9,46.4,-1,0
157.9,67.6,-1,0
177.3,92.1,-1,1
170.1,95.6,-1,1
160.5,59.2,1,0
165.9,57.8,1,0
176.9,61.0,1,0
171.1,51.2,1,0
175.8,74.4,1,1
189.8,149.8,-1,1
154.4,81.3,-1,0
186.2,66.0,1,1
171.0,64.1,1,0
161.0,56.7,1,0
156.7,85.7,-1,0
168.1,104.1,-1,1
179.2,86.8,-1,1
168.7,79.9,1,1
